date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2021-05-13,8.1,5.7,450,"1991-05-06 2020-05-20",83.04,13.36,450,"1991-05-06 2020-05-20",18.67,5.38,450,"1991-05-06 2020-05-20",24.38,7.91,450,"1991-05-06 2020-05-20",1.16,5.39,450,"1991-05-06 2020-05-20",41.21,16.27,450,"1991-05-06 2020-05-20",6.57,3.97,450,"1991-05-06 2020-05-20",4.53,4.4,450,"1991-05-06 2020-05-20",2.35,5.32,450,"1991-05-06 2020-05-20",2.33,5.31,450,"1991-05-06 2020-05-20",0.01,0.22,450,"1991-05-06 2020-05-20",0,0.29,435,"1991-05-06 2019-05-20",20928,7301.3,75,"2016-05-06 2020-05-20"
2021-05-12,7.84,5.72,450,"1991-05-05 2020-05-19",82.77,13.55,450,"1991-05-05 2020-05-19",18.49,5.3,450,"1991-05-05 2020-05-19",24.4,7.85,450,"1991-05-05 2020-05-19",0.95,5.42,450,"1991-05-05 2020-05-19",41.04,16.45,450,"1991-05-05 2020-05-19",6.43,3.95,450,"1991-05-05 2020-05-19",4.56,4.35,450,"1991-05-05 2020-05-19",2.4,5.58,450,"1991-05-05 2020-05-19",2.38,5.57,450,"1991-05-05 2020-05-19",0.01,0.22,450,"1991-05-05 2020-05-19",0,0.29,435,"1991-05-05 2019-05-19",20710,7474.71,75,"2016-05-05 2020-05-19"
2021-05-11,7.67,5.71,450,"1991-05-04 2020-05-18",82.5,13.67,450,"1991-05-04 2020-05-18",18.37,5.32,450,"1991-05-04 2020-05-18",24.64,7.88,450,"1991-05-04 2020-05-18",0.82,5.39,450,"1991-05-04 2020-05-18",41.01,16.6,450,"1991-05-04 2020-05-18",6.31,3.99,450,"1991-05-04 2020-05-18",4.6,4.32,450,"1991-05-04 2020-05-18",2.39,5.6,450,"1991-05-04 2020-05-18",2.37,5.59,450,"1991-05-04 2020-05-18",0.01,0.22,450,"1991-05-04 2020-05-18",0,0.29,435,"1991-05-04 2019-05-18",20405,7601.34,75,"2016-05-04 2020-05-18"
2021-05-10,7.54,5.65,450,"1991-05-03 2020-05-17",82.6,13.92,450,"1991-05-03 2020-05-17",18.23,5.38,450,"1991-05-03 2020-05-17",24.76,7.98,450,"1991-05-03 2020-05-17",0.71,5.34,450,"1991-05-03 2020-05-17",41.09,16.89,450,"1991-05-03 2020-05-17",6.24,3.96,450,"1991-05-03 2020-05-17",4.66,4.31,450,"1991-05-03 2020-05-17",2.36,5.54,450,"1991-05-03 2020-05-17",2.34,5.54,450,"1991-05-03 2020-05-17",0.01,0.22,450,"1991-05-03 2020-05-17",0,0.29,435,"1991-05-03 2019-05-17",19794,7869.41,75,"2016-05-03 2020-05-17"
2021-05-09,7.42,5.64,450,"1991-05-02 2020-05-16",82.58,14.02,450,"1991-05-02 2020-05-16",18.07,5.46,450,"1991-05-02 2020-05-16",24.88,7.88,450,"1991-05-02 2020-05-16",0.63,5.34,450,"1991-05-02 2020-05-16",41.3,17.28,450,"1991-05-02 2020-05-16",6.18,3.94,450,"1991-05-02 2020-05-16",4.59,4.31,450,"1991-05-02 2020-05-16",2.37,5.45,450,"1991-05-02 2020-05-16",2.35,5.45,450,"1991-05-02 2020-05-16",0.01,0.22,450,"1991-05-02 2020-05-16",0,0.29,435,"1991-05-02 2019-05-16",19100,7975.94,75,"2016-05-02 2020-05-16"
2021-05-08,7.27,5.6,450,"1991-05-01 2020-05-15",82.67,14.29,450,"1991-05-01 2020-05-15",17.97,5.5,450,"1991-05-01 2020-05-15",24.88,7.94,450,"1991-05-01 2020-05-15",0.43,5.3,450,"1991-05-01 2020-05-15",40.96,17.36,450,"1991-05-01 2020-05-15",6.03,3.92,450,"1991-05-01 2020-05-15",4.56,4.33,450,"1991-05-01 2020-05-15",2.47,5.77,450,"1991-05-01 2020-05-15",2.45,5.76,450,"1991-05-01 2020-05-15",0.01,0.22,450,"1991-05-01 2020-05-15",0,0.29,435,"1991-05-01 2019-05-15",18199,8477.61,75,"2016-05-01 2020-05-15"
2021-05-07,6.95,5.62,450,"1991-04-30 2020-05-14",82.16,14.67,450,"1991-04-30 2020-05-14",17.77,5.58,450,"1991-04-30 2020-05-14",24.83,7.88,450,"1991-04-30 2020-05-14",0.15,5.32,450,"1991-04-30 2020-05-14",40.92,17.61,450,"1991-04-30 2020-05-14",5.83,3.93,450,"1991-04-30 2020-05-14",4.5,4.25,450,"1991-04-30 2020-05-14",2.53,5.79,450,"1991-04-30 2020-05-14",2.51,5.79,450,"1991-04-30 2020-05-14",0.01,0.22,450,"1991-04-30 2020-05-14",0,0.32,435,"1991-04-30 2019-05-14",18193,8647.27,75,"2016-04-30 2020-05-14"
2021-05-06,6.58,5.72,450,"1991-04-29 2020-05-13",81.47,14.94,450,"1991-04-29 2020-05-13",17.58,5.56,450,"1991-04-29 2020-05-13",25,7.89,450,"1991-04-29 2020-05-13",-0.21,5.38,450,"1991-04-29 2020-05-13",40.28,17.28,450,"1991-04-29 2020-05-13",5.58,3.98,450,"1991-04-29 2020-05-13",4.55,4.22,450,"1991-04-29 2020-05-13",2.34,5.61,450,"1991-04-29 2020-05-13",2.32,5.61,450,"1991-04-29 2020-05-13",0.02,0.23,450,"1991-04-29 2020-05-13",0,0.58,435,"1991-04-29 2019-05-13",18470,8574.86,74,"2016-04-29 2020-05-13"
2021-05-05,6.33,5.84,450,"1991-04-28 2020-05-12",81.34,15.01,450,"1991-04-28 2020-05-12",17.32,5.59,450,"1991-04-28 2020-05-12",25.15,8.02,450,"1991-04-28 2020-05-12",-0.49,5.5,450,"1991-04-28 2020-05-12",40.06,17.3,450,"1991-04-28 2020-05-12",5.36,4.04,450,"1991-04-28 2020-05-12",4.56,4.08,450,"1991-04-28 2020-05-12",2.42,5.75,450,"1991-04-28 2020-05-12",2.37,5.7,450,"1991-04-28 2020-05-12",0.05,0.78,450,"1991-04-28 2020-05-12",0,0.58,435,"1991-04-28 2019-05-12",18690,8540.15,74,"2016-04-28 2020-05-12"
2021-05-04,6.17,5.88,450,"1991-04-27 2020-05-11",81.62,15.07,450,"1991-04-27 2020-05-11",17.08,5.7,450,"1991-04-27 2020-05-11",25.23,8.17,450,"1991-04-27 2020-05-11",-0.7,5.53,450,"1991-04-27 2020-05-11",40.23,17.25,450,"1991-04-27 2020-05-11",5.13,4.04,450,"1991-04-27 2020-05-11",4.55,4.06,450,"1991-04-27 2020-05-11",2.41,5.54,450,"1991-04-27 2020-05-11",2.35,5.49,450,"1991-04-27 2020-05-11",0.05,0.77,450,"1991-04-27 2020-05-11",0.1,0.59,435,"1991-04-27 2019-05-11",18264,8487.29,74,"2016-04-27 2020-05-11"
2021-05-03,5.93,5.91,450,"1991-04-26 2020-05-10",81.56,15.46,450,"1991-04-26 2020-05-10",16.72,5.72,450,"1991-04-26 2020-05-10",25.25,8.16,450,"1991-04-26 2020-05-10",-0.94,5.59,450,"1991-04-26 2020-05-10",40.32,17.25,450,"1991-04-26 2020-05-10",4.93,4,450,"1991-04-26 2020-05-10",4.55,4.02,450,"1991-04-26 2020-05-10",2.43,5.55,450,"1991-04-26 2020-05-10",2.38,5.5,450,"1991-04-26 2020-05-10",0.05,0.77,450,"1991-04-26 2020-05-10",0.1,0.59,435,"1991-04-26 2019-05-10",17548,8590.04,74,"2016-04-26 2020-05-10"
2021-05-02,5.54,5.89,450,"1991-04-25 2020-05-09",81.33,15.77,450,"1991-04-25 2020-05-09",16.39,5.69,450,"1991-04-25 2020-05-09",25.17,8.05,450,"1991-04-25 2020-05-09",-1.35,5.67,450,"1991-04-25 2020-05-09",39.9,17.06,450,"1991-04-25 2020-05-09",4.58,3.98,450,"1991-04-25 2020-05-09",4.45,3.98,450,"1991-04-25 2020-05-09",2.41,5.47,450,"1991-04-25 2020-05-09",2.36,5.42,450,"1991-04-25 2020-05-09",0.05,0.77,450,"1991-04-25 2020-05-09",0,0.52,435,"1991-04-25 2019-05-09",17454,8409.9,74,"2016-04-25 2020-05-09"
2021-05-01,5.15,5.88,450,"1991-04-24 2020-05-08",80.76,15.85,450,"1991-04-24 2020-05-08",16.12,5.6,450,"1991-04-24 2020-05-08",25.49,7.94,450,"1991-04-24 2020-05-08",-1.76,5.7,450,"1991-04-24 2020-05-08",39.54,17.26,450,"1991-04-24 2020-05-08",4.24,3.88,450,"1991-04-24 2020-05-08",4.51,3.95,450,"1991-04-24 2020-05-08",2.24,5.15,450,"1991-04-24 2020-05-08",2.2,5.09,450,"1991-04-24 2020-05-08",0.05,0.77,450,"1991-04-24 2020-05-08",0.1,0.52,435,"1991-04-24 2019-05-08",17362,8422.42,74,"2016-04-24 2020-05-08"
2021-04-30,4.92,5.86,450,"1991-04-23 2020-05-07",80.97,15.94,450,"1991-04-23 2020-05-07",15.82,5.59,450,"1991-04-23 2020-05-07",25.88,7.99,450,"1991-04-23 2020-05-07",-2.08,5.69,450,"1991-04-23 2020-05-07",39.52,17.48,450,"1991-04-23 2020-05-07",3.98,3.87,450,"1991-04-23 2020-05-07",4.73,4.23,450,"1991-04-23 2020-05-07",2.25,5.09,450,"1991-04-23 2020-05-07",2.17,4.99,450,"1991-04-23 2020-05-07",0.08,0.9,450,"1991-04-23 2020-05-07",0.1,0.57,435,"1991-04-23 2019-05-07",17508,8465.16,74,"2016-04-23 2020-05-07"
2021-04-29,4.83,5.83,450,"1991-04-22 2020-05-06",81.55,15.76,450,"1991-04-22 2020-05-06",15.49,5.62,450,"1991-04-22 2020-05-06",26.13,7.91,450,"1991-04-22 2020-05-06",-2.19,5.65,450,"1991-04-22 2020-05-06",40.09,17.77,450,"1991-04-22 2020-05-06",3.77,3.85,450,"1991-04-22 2020-05-06",4.86,4.34,450,"1991-04-22 2020-05-06",2.42,5.25,450,"1991-04-22 2020-05-06",2.31,5.1,450,"1991-04-22 2020-05-06",0.11,1.03,450,"1991-04-22 2020-05-06",0.1,0.58,436,"1991-04-22 2020-04-22",17291,8615.16,74,"2016-04-22 2020-05-06"
2021-04-28,4.68,5.82,450,"1991-04-21 2020-05-05",81.92,15.74,450,"1991-04-21 2020-05-05",15.19,5.68,450,"1991-04-21 2020-05-05",26.27,7.99,450,"1991-04-21 2020-05-05",-2.33,5.64,450,"1991-04-21 2020-05-05",40.49,17.94,450,"1991-04-21 2020-05-05",3.54,3.85,450,"1991-04-21 2020-05-05",5.03,4.5,450,"1991-04-21 2020-05-05",2.54,5.38,450,"1991-04-21 2020-05-05",2.42,5.23,450,"1991-04-21 2020-05-05",0.12,1.04,450,"1991-04-21 2020-05-05",0.1,0.58,437,"1991-04-21 2020-04-22",16912,8539.6,74,"2016-04-21 2020-05-05"
2021-04-27,4.47,5.78,450,"1991-04-20 2020-05-04",82,15.76,450,"1991-04-20 2020-05-04",14.86,5.69,450,"1991-04-20 2020-05-04",26.41,8.05,450,"1991-04-20 2020-05-04",-2.56,5.57,450,"1991-04-20 2020-05-04",40.86,18.13,450,"1991-04-20 2020-05-04",3.27,3.78,450,"1991-04-20 2020-05-04",5.16,4.63,450,"1991-04-20 2020-05-04",2.7,5.45,450,"1991-04-20 2020-05-04",2.58,5.31,450,"1991-04-20 2020-05-04",0.12,1.04,450,"1991-04-20 2020-05-04",0.1,0.59,437,"1991-04-20 2020-04-22",16694,8330.47,74,"2016-04-20 2020-05-04"
2021-04-26,4.35,5.75,450,"1991-04-19 2020-05-03",81.94,15.67,450,"1991-04-19 2020-05-03",14.67,5.65,450,"1991-04-19 2020-05-03",26.47,8.11,450,"1991-04-19 2020-05-03",-2.79,5.51,450,"1991-04-19 2020-05-03",41.02,18.09,450,"1991-04-19 2020-05-03",3.08,3.69,450,"1991-04-19 2020-05-03",5.32,4.66,450,"1991-04-19 2020-05-03",2.75,5.63,450,"1991-04-19 2020-05-03",2.63,5.49,450,"1991-04-19 2020-05-03",0.12,1.04,450,"1991-04-19 2020-05-03",0.1,0.59,437,"1991-04-19 2020-04-22",16250,8706.13,74,"2016-04-19 2020-05-03"
2021-04-25,4.08,5.72,450,"1991-04-18 2020-05-02",81.82,15.55,450,"1991-04-18 2020-05-02",14.43,5.58,450,"1991-04-18 2020-05-02",26.46,8.05,450,"1991-04-18 2020-05-02",-3.1,5.43,450,"1991-04-18 2020-05-02",40.81,17.68,450,"1991-04-18 2020-05-02",2.78,3.61,450,"1991-04-18 2020-05-02",5.33,4.65,450,"1991-04-18 2020-05-02",2.68,5.56,450,"1991-04-18 2020-05-02",2.54,5.42,450,"1991-04-18 2020-05-02",0.13,1.04,450,"1991-04-18 2020-05-02",0.1,0.6,437,"1991-04-18 2020-04-22",16274,8632.17,74,"2016-04-18 2020-05-02"
2021-04-24,3.75,5.82,450,"1991-04-17 2020-05-01",81.36,15.81,450,"1991-04-17 2020-05-01",14.09,5.7,450,"1991-04-17 2020-05-01",26.45,8.19,450,"1991-04-17 2020-05-01",-3.45,5.43,450,"1991-04-17 2020-05-01",40.8,17.9,450,"1991-04-17 2020-05-01",2.5,3.61,450,"1991-04-17 2020-05-01",5.49,4.67,450,"1991-04-17 2020-05-01",2.58,5.44,450,"1991-04-17 2020-05-01",2.43,5.29,450,"1991-04-17 2020-05-01",0.15,1.07,450,"1991-04-17 2020-05-01",0.1,0.61,437,"1991-04-17 2020-04-22",16652,8670.05,74,"2016-04-17 2020-05-01"
2021-04-23,3.47,5.93,450,"1991-04-16 2020-04-30",81.04,15.94,450,"1991-04-16 2020-04-30",13.8,5.72,450,"1991-04-16 2020-04-30",26.66,8.09,450,"1991-04-16 2020-04-30",-3.74,5.6,450,"1991-04-16 2020-04-30",40.93,18.15,450,"1991-04-16 2020-04-30",2.25,3.67,450,"1991-04-16 2020-04-30",5.68,4.75,450,"1991-04-16 2020-04-30",2.65,5.37,450,"1991-04-16 2020-04-30",2.46,5.12,450,"1991-04-16 2020-04-30",0.18,1.26,450,"1991-04-16 2020-04-30",0.1,0.87,437,"1991-04-16 2020-04-22",17184,8660.44,74,"2016-04-16 2020-04-30"
2021-04-22,3.24,6.09,450,"1991-04-15 2020-04-29",80.85,16.26,450,"1991-04-15 2020-04-29",13.57,5.74,450,"1991-04-15 2020-04-29",26.92,8.16,450,"1991-04-15 2020-04-29",-4.01,5.68,450,"1991-04-15 2020-04-29",40.89,18.12,450,"1991-04-15 2020-04-29",2,3.68,450,"1991-04-15 2020-04-29",5.7,4.71,450,"1991-04-15 2020-04-29",2.67,5.44,450,"1991-04-15 2020-04-29",2.47,5.16,450,"1991-04-15 2020-04-29",0.19,1.27,450,"1991-04-15 2020-04-29",0.1,0.87,438,"1991-04-15 2020-04-22",17075,8535.02,74,"2016-04-15 2020-04-29"
2021-04-21,3.1,6.1,450,"1991-04-14 2020-04-28",81.27,16.22,450,"1991-04-14 2020-04-28",13.34,5.74,450,"1991-04-14 2020-04-28",26.97,8.17,450,"1991-04-14 2020-04-28",-4.24,5.76,450,"1991-04-14 2020-04-28",40.85,18.2,450,"1991-04-14 2020-04-28",1.82,3.68,450,"1991-04-14 2020-04-28",5.66,4.71,450,"1991-04-14 2020-04-28",2.71,5.53,450,"1991-04-14 2020-04-28",2.51,5.26,450,"1991-04-14 2020-04-28",0.2,1.28,450,"1991-04-14 2020-04-28",0.2,0.94,439,"1991-04-14 2020-04-22",16768,8596.86,75,"2016-04-14 2020-04-28"
2021-04-20,3.03,6.09,450,"1991-04-13 2020-04-27",81.69,16.18,450,"1991-04-13 2020-04-27",13.06,5.79,450,"1991-04-13 2020-04-27",26.9,8.09,450,"1991-04-13 2020-04-27",-4.34,5.75,450,"1991-04-13 2020-04-27",41.3,18.31,450,"1991-04-13 2020-04-27",1.66,3.66,450,"1991-04-13 2020-04-27",5.69,4.71,450,"1991-04-13 2020-04-27",2.73,5.56,450,"1991-04-13 2020-04-27",2.55,5.35,450,"1991-04-13 2020-04-27",0.18,1.05,450,"1991-04-13 2020-04-27",0.2,1.27,439,"1991-04-13 2020-04-22",16581,8508.35,75,"2016-04-13 2020-04-27"
2021-04-19,2.81,6.03,450,"1991-04-12 2020-04-26",81.71,15.98,450,"1991-04-12 2020-04-26",12.81,5.76,450,"1991-04-12 2020-04-26",26.99,7.96,450,"1991-04-12 2020-04-26",-4.56,5.67,450,"1991-04-12 2020-04-26",41.17,18.41,450,"1991-04-12 2020-04-26",1.45,3.65,450,"1991-04-12 2020-04-26",5.7,4.66,450,"1991-04-12 2020-04-26",2.75,5.57,450,"1991-04-12 2020-04-26",2.55,5.33,450,"1991-04-12 2020-04-26",0.2,1.11,450,"1991-04-12 2020-04-26",0.3,1.69,439,"1991-04-12 2020-04-22",16091,8472.62,75,"2016-04-12 2020-04-26"
2021-04-18,2.47,6.08,450,"1991-04-11 2020-04-25",81.5,15.97,450,"1991-04-11 2020-04-25",12.56,5.88,450,"1991-04-11 2020-04-25",27.04,8.17,450,"1991-04-11 2020-04-25",-4.79,5.62,450,"1991-04-11 2020-04-25",41.13,18.3,450,"1991-04-11 2020-04-25",1.17,3.67,450,"1991-04-11 2020-04-25",5.67,4.74,450,"1991-04-11 2020-04-25",2.79,5.7,450,"1991-04-11 2020-04-25",2.51,5.35,450,"1991-04-11 2020-04-25",0.27,1.51,450,"1991-04-11 2020-04-25",0.4,1.83,439,"1991-04-11 2020-04-22",16192,8534.07,75,"2016-04-11 2020-04-25"
2021-04-17,2.29,6.17,450,"1991-04-10 2020-04-24",81.64,15.91,450,"1991-04-10 2020-04-24",12.29,5.93,450,"1991-04-10 2020-04-24",27.23,8.22,450,"1991-04-10 2020-04-24",-4.94,5.63,450,"1991-04-10 2020-04-24",41.3,18.28,450,"1991-04-10 2020-04-24",0.98,3.71,450,"1991-04-10 2020-04-24",5.74,4.73,450,"1991-04-10 2020-04-24",2.82,5.83,450,"1991-04-10 2020-04-24",2.54,5.5,450,"1991-04-10 2020-04-24",0.27,1.51,450,"1991-04-10 2020-04-24",0.5,2.01,440,"1991-04-10 2020-04-22",16191,8397.66,75,"2016-04-10 2020-04-24"
2021-04-16,2.12,6.26,450,"1991-04-09 2020-04-23",81.86,15.84,450,"1991-04-09 2020-04-23",11.95,5.98,450,"1991-04-09 2020-04-23",27.15,8.33,450,"1991-04-09 2020-04-23",-5.06,5.65,450,"1991-04-09 2020-04-23",41.77,18.26,450,"1991-04-09 2020-04-23",0.78,3.81,450,"1991-04-09 2020-04-23",5.79,4.81,450,"1991-04-09 2020-04-23",2.85,5.86,450,"1991-04-09 2020-04-23",2.53,5.52,450,"1991-04-09 2020-04-23",0.31,1.57,450,"1991-04-09 2020-04-23",0.6,2.15,440,"1991-04-09 2020-04-22",16041,8432.46,75,"2016-04-09 2020-04-23"
2021-04-15,1.92,6.23,450,"1991-04-08 2020-04-22",81.83,15.78,450,"1991-04-08 2020-04-22",11.57,5.99,450,"1991-04-08 2020-04-22",26.92,8.27,450,"1991-04-08 2020-04-22",-5.21,5.67,450,"1991-04-08 2020-04-22",42.35,18.26,450,"1991-04-08 2020-04-22",0.57,3.89,450,"1991-04-08 2020-04-22",5.59,4.73,450,"1991-04-08 2020-04-22",2.96,6.04,450,"1991-04-08 2020-04-22",2.61,5.64,450,"1991-04-08 2020-04-22",0.34,1.73,450,"1991-04-08 2020-04-22",0.6,2.3,440,"1991-04-08 2020-04-22",15286,8278.37,75,"2016-04-08 2020-04-22"
2021-04-14,1.63,6.21,450,"1991-04-07 2020-04-21",81.64,15.94,450,"1991-04-07 2020-04-21",11.25,6.01,450,"1991-04-07 2020-04-21",26.84,8.29,450,"1991-04-07 2020-04-21",-5.5,5.69,450,"1991-04-07 2020-04-21",42.32,18.24,450,"1991-04-07 2020-04-21",0.32,3.92,450,"1991-04-07 2020-04-21",5.54,4.74,450,"1991-04-07 2020-04-21",2.87,5.93,450,"1991-04-07 2020-04-21",2.54,5.57,450,"1991-04-07 2020-04-21",0.34,1.68,450,"1991-04-07 2020-04-21",0.8,2.63,440,"1991-04-07 2020-04-21",14973,8126.75,75,"2016-04-07 2020-04-21"
2021-04-13,1.23,6.18,450,"1991-04-06 2020-04-20",81.48,15.89,450,"1991-04-06 2020-04-20",10.81,6.07,450,"1991-04-06 2020-04-20",26.66,8.18,450,"1991-04-06 2020-04-20",-5.85,5.73,450,"1991-04-06 2020-04-20",42.34,18.14,450,"1991-04-06 2020-04-20",-0.04,3.96,450,"1991-04-06 2020-04-20",5.44,4.64,450,"1991-04-06 2020-04-20",2.85,6.01,450,"1991-04-06 2020-04-20",2.44,5.58,450,"1991-04-06 2020-04-20",0.41,1.9,450,"1991-04-06 2020-04-20",1,2.9,440,"1991-04-06 2020-04-15",14787,8159.64,75,"2016-04-06 2020-04-20"
2021-04-12,0.91,6.33,450,"1991-04-05 2020-04-19",81.39,15.91,450,"1991-04-05 2020-04-19",10.31,6.12,450,"1991-04-05 2020-04-19",26.79,8.3,450,"1991-04-05 2020-04-19",-6.24,5.85,450,"1991-04-05 2020-04-19",42.29,17.7,450,"1991-04-05 2020-04-19",-0.36,4.11,450,"1991-04-05 2020-04-19",5.48,4.67,450,"1991-04-05 2020-04-19",2.63,5.7,450,"1991-04-05 2020-04-19",2.17,5.19,450,"1991-04-05 2020-04-19",0.47,2.02,450,"1991-04-05 2020-04-19",1.2,3.28,441,"1991-04-05 2020-04-15",14636,8025.92,75,"2016-04-05 2020-04-19"
2021-04-11,0.56,6.32,450,"1991-04-04 2020-04-18",81.44,16.21,450,"1991-04-04 2020-04-18",9.73,5.99,450,"1991-04-04 2020-04-18",27.09,8.43,450,"1991-04-04 2020-04-18",-6.6,5.92,450,"1991-04-04 2020-04-18",42.54,17.85,450,"1991-04-04 2020-04-18",-0.7,4.13,450,"1991-04-04 2020-04-18",5.51,4.65,450,"1991-04-04 2020-04-18",2.81,5.86,450,"1991-04-04 2020-04-18",2.31,5.33,450,"1991-04-04 2020-04-18",0.52,2.08,450,"1991-04-04 2020-04-18",1.4,3.86,442,"1991-04-04 2020-04-15",15018,7847.4,75,"2016-04-04 2020-04-18"
2021-04-10,0.38,6.36,450,"1991-04-03 2020-04-17",81.45,16.23,450,"1991-04-03 2020-04-17",9.35,5.96,450,"1991-04-03 2020-04-17",27.23,8.51,450,"1991-04-03 2020-04-17",-6.79,5.98,450,"1991-04-03 2020-04-17",42.94,17.96,450,"1991-04-03 2020-04-17",-0.87,4.12,450,"1991-04-03 2020-04-17",5.52,4.62,450,"1991-04-03 2020-04-17",2.87,5.88,450,"1991-04-03 2020-04-17",2.37,5.37,450,"1991-04-03 2020-04-17",0.52,2.09,450,"1991-04-03 2020-04-17",1.8,4.53,443,"1991-04-03 2020-04-15",14962,7726.23,75,"2016-04-03 2020-04-17"
2021-04-09,0.22,6.26,450,"1991-04-02 2020-04-16",81.95,15.9,450,"1991-04-02 2020-04-16",9.13,5.8,450,"1991-04-02 2020-04-16",27.27,8.48,450,"1991-04-02 2020-04-16",-6.98,5.9,450,"1991-04-02 2020-04-16",42.78,17.53,450,"1991-04-02 2020-04-16",-1.09,4.03,450,"1991-04-02 2020-04-16",5.46,4.63,450,"1991-04-02 2020-04-16",2.99,6.24,450,"1991-04-02 2020-04-16",2.47,5.76,450,"1991-04-02 2020-04-16",0.53,2.11,450,"1991-04-02 2020-04-16",2.1,5.28,444,"1991-04-02 2020-04-15",14826,7495.47,75,"2016-04-02 2020-04-16"
2021-04-08,0.06,6.12,450,"1991-04-01 2020-04-15",82.19,15.73,450,"1991-04-01 2020-04-15",8.74,5.61,450,"1991-04-01 2020-04-15",27.19,8.61,450,"1991-04-01 2020-04-15",-7.13,5.72,450,"1991-04-01 2020-04-15",43.25,17.28,450,"1991-04-01 2020-04-15",-1.32,3.89,450,"1991-04-01 2020-04-15",5.43,4.64,450,"1991-04-01 2020-04-15",2.82,6.01,450,"1991-04-01 2020-04-15",2.28,5.55,450,"1991-04-01 2020-04-15",0.55,2.12,450,"1991-04-01 2020-04-15",2.5,6,445,"1991-04-01 2020-04-15",14916,7149.86,75,"2016-04-01 2020-04-15"
2021-04-07,-0.04,6.04,450,"1991-03-31 2020-04-14",82.6,15.32,450,"1991-03-31 2020-04-14",8.44,5.46,450,"1991-03-31 2020-04-14",26.95,8.48,450,"1991-03-31 2020-04-14",-7.21,5.67,450,"1991-03-31 2020-04-14",43.66,17.2,450,"1991-03-31 2020-04-14",-1.45,3.79,450,"1991-03-31 2020-04-14",5.47,4.69,450,"1991-03-31 2020-04-14",2.75,5.92,450,"1991-03-31 2020-04-14",2.19,5.46,450,"1991-03-31 2020-04-14",0.6,2.2,450,"1991-03-31 2020-04-14",2.9,6.78,445,"1991-03-31 2020-04-14",14637,7176.59,75,"2016-03-31 2020-04-14"
2021-04-06,-0.13,6.08,450,"1991-03-30 2020-04-13",82.68,15.22,450,"1991-03-30 2020-04-13",8.15,5.4,450,"1991-03-30 2020-04-13",26.82,8.46,450,"1991-03-30 2020-04-13",-7.24,5.66,450,"1991-03-30 2020-04-13",44.34,17.09,450,"1991-03-30 2020-04-13",-1.58,3.8,450,"1991-03-30 2020-04-13",5.55,4.74,450,"1991-03-30 2020-04-13",2.8,5.91,450,"1991-03-30 2020-04-13",2.23,5.44,450,"1991-03-30 2020-04-13",0.63,2.24,450,"1991-03-30 2020-04-13",3.3,7.4,445,"1991-03-30 2020-04-10",14357,7126.27,75,"2016-03-30 2020-04-13"
2021-04-05,-0.28,5.97,450,"1991-03-29 2020-04-12",82.46,15.21,450,"1991-03-29 2020-04-12",7.95,5.33,450,"1991-03-29 2020-04-12",26.87,8.39,450,"1991-03-29 2020-04-12",-7.35,5.63,450,"1991-03-29 2020-04-12",44.63,16.8,450,"1991-03-29 2020-04-12",-1.69,3.82,450,"1991-03-29 2020-04-12",5.53,4.83,450,"1991-03-29 2020-04-12",2.75,5.81,450,"1991-03-29 2020-04-12",2.17,5.34,450,"1991-03-29 2020-04-12",0.63,2.24,450,"1991-03-29 2020-04-12",3.7,8.01,446,"1991-03-29 2020-04-10",14021,6985.82,75,"2016-03-29 2020-04-12"
2021-04-04,-0.38,5.98,450,"1991-03-28 2020-04-11",82.55,15.2,450,"1991-03-28 2020-04-11",7.76,5.28,450,"1991-03-28 2020-04-11",26.7,8.63,450,"1991-03-28 2020-04-11",-7.36,5.71,450,"1991-03-28 2020-04-11",45.27,16.89,450,"1991-03-28 2020-04-11",-1.78,3.89,450,"1991-03-28 2020-04-11",5.46,4.89,450,"1991-03-28 2020-04-11",2.78,6.03,450,"1991-03-28 2020-04-11",2.22,5.59,450,"1991-03-28 2020-04-11",0.61,2.21,450,"1991-03-28 2020-04-11",4.3,8.81,447,"1991-03-28 2020-04-10",13692,7218.94,75,"2016-03-28 2020-04-11"
